icao,name
SSMN,Jacareacanga - Kururuzinho
SSMP,Itambe - Tres Minas
SSMR,Manoel Ribas
SSMS,Aral Moreira - Fazenda Rancho Esperanca
SSMT,Mostardas
SSMV,Pirassununga - Fazenda Boa Vista
SSMW,Peruibe - Ica
SSMX,Nova Resende - Fazenda Planalto
SSMY,Sao Miguel Do Iguacu
SSMZ,Comodoro - Fazenda Sao Mateus
SSNA,Miranda Apt
SSNB,Navirai
SSND,Sao Felix Do Araguaia - Santa Maria
SSNF,Colombia - Fazenda Naisa
SSNG,Montenegro
SSNH,Novo Hamburgo
SSNI,Navirai - Novo Rumo
SSNJ,Aquidauana - Fazenda Primavera
SSNK,Pedra Preta - Petrovina
SSNL,Nobres - Fazenda Essencia
SSNM,Guaranta Do Norte Apt
SSNN,Joao Pinheiro - Salvaterra Ii
SSNO,Nonoai
SSNP,Nova Prata
SSNQ,Nioaque
SSNR,Coxim - Novo Horizonte
SSNT,Amambai - Rosa Mistica
SSNU,Brotas - Santa
SSNV,Corumba - Novo Hamburgo
SSNW,Barreiras - Fazenda Buriti
SSNY,Caceres - Florida
SSOC,Corumba - Fazenda Sans Souci
SSOD,Miranda - Pouso Alegre
SSOE,Sao Miguel Do Oeste
SSOF,Monte Azul - Serra
SSOG,Arapongas
SSOI,Pederneiras
SSOJ,Inocencia - Fazenda Estrela
SSOK,Londrina - 14 Bis
SSOL,Lavras
SSON,Tacuru - Fazenda Joalice
SSOO,Fernao - Estancia J.D.S
SSOP,Aparecida Do Taboado - Fazenda Cachoeirinha
SSOQ,Aquidauana - Barranco Alto
SSOR,Alegrete - Chico Ledur
SSOS,Osorio
SSOT,Sao Romao - Fazenda Saco
SSOU,Paracatu - Fazenda Inhumas
SSOV,Urucuia - Fazenda Hora
SSOW,Itaituba - Comandante Carmelo
SSOY,Nova Maringa - Fazendamorada Do Sol
SSPB,Pato Branco
SSPC,Cocalinho - Santa Julia
SSPD,Comodoro - Fazenda Paragua
SSPE,Nobres - Essencia Retiro
SSPF,Sao Jose Das Palmeiras
SSPG,Parana Paranagua
SSPI,Parana Paranavai
SSPJ,Reserva Do Iguacu
SSPK,Porecatu
SSPL,Palmeira Da Missoes
SSPM,Porto Murtinho
SSPN,Paranaiba
SSPO,Itapora - Aplicacao Aviacao Agricola
SSPP,Pelotas - Palma
SSPQ,Santa Rosa Do Purus
SSPR,Porto Walter
SSPS,Palmas
SSPT,Palotina
SSPV,Marechal Thaumaturgo
SSPX,Manoel Urbano
SSPY,Corumba - Porto Indio
SSQA,Comodoro - Fazenda Guapore
SSQB,Jordao
SSQC,Siqueira Campos
SSQF,Sete Quedas - Floresta Negra
SSQI,Sorriso - Santa Anastacia
SSQL,Uirapuru - Fazenda Matricha
SSQM,Tanque Novo
SSQN,Mundo Novo
SSQO,Ribas Do Rio Pardo - Fazenda Itapora
SSQP,Monte Santo
SSQR,Ribas Do Rio Pardo - Fazenda Primavera
SSQT,Castro
SSQU,Aquidauana - Fazenda Alegrete Retiro
SSQZ,Mimoso Do Oeste - Eduardo Magalhaes
SSRA,Nova Andradina - Rancho Belo
SSRB,Rio Brilhante
SSRC,Rio Brilhante - Fazenda Santa Ines
SSRD,Tacuru - Sol Nascente
SSRE,Realeza
SSRF,Castro Alves
SSRG,Laguna Carapa - Fazenda Rancho Grande
SSRH,Anastacio - Fazenda Retiro
SSRI,Anastacio - Fazenda Dos Sonhos
SSRJ,Nova Alvorada Do Sul - Fazenda Jequitiba
SSRK,Campo Alegre De Lourdes
SSRL,Deodapolis - Santa Ana
SSRM,Bonito - Sao Sebastiao
SSRN,Rio Negrinho
SSRO,Navirai - Santa Rosa
SSRQ,Dom Pedrito - Refugio
SSRS,Rio Do Oeste - Rancho Sumidor
SSRT,Curua - Fazenda Mangal
SSRU,Sao Lourenco Do Sul
SSRX,Ribeirao Cascalheira - Fazenda Marrua
SSRY,Rio Pardo
SSRZ,Rosario Do Sul
SSSA,Bela Vista - Apa
SSSB,Sao Borja
SSSC,Santa Cruz Do Sul
SSSD,Soledade
SSSG,Sao Gabriel
SSSH,Corumba - Fazenda Santo Inacio
SSSO,Brasilandia - Santa Odila
SSSP,Miranda - Santa Delfina
SSSQ,Sao Joaquim
SSSR,Agua Clara - Santa Rosa
SSSS,Sao Francisco Do Sul
SSST,Santiago
SSSW,Inocencia Apt
SSSX,Corumba - Fazenda Sans Souci
SSSY,Nova Andradina - Silvana
SSSZ,Sertanopolis
SSTA,Sao Gabriel - Santa Maria
SSTB,Tres Barras
SSTD,Andre Da Rocha - Canto
SSTF,Corumba - Fazenda Triunfo
SSTG,Corumba - Santa Terezinha
SSTH,Balsa Nova - Fazenda Thalia
SSTI,Porto Seguro - Arraial D`Ajuda
SSTJ,Trombudo Central - Ewaldo Siegel
SSTK,Iguatemi Apt
SSTL,Tres Lagoas
SSTN,Araraquara - Alberto Bertelli
SSTO,Tres Passos
SSTP,Turvelandia - Baessa
SSTQ,Pedra Branca Do Amapari - Silvestre
SSTS,Taquarussu - Fazenda Bandeirantes
SSTU,Camapua - Fazenda Jauru
SSTY,Cruzeiro Do Iguacu
SSUA,Sonora Apt
SSUC,Ribas Do Rio Pardo - Aurora Ii
SSUL,Sao Jose Dos Pinhais - Ultraleve Clube Curitiba
SSUM,Umuarama
SSUQ,Sidrolandia - Santa Olinda
SSUR,Santa Rita Do Pardo - Fazenda Agua Branca
SSUT,Tangara Da Serra - Fazenda Agrofel
SSUU,Lagoa Da Confusao - Colorado
SSUV,Uniao Da Vitoria
SSUX,Guaira - Usina Mandu
SSUY,Itapura - Fazenda Menina
SSUZ,Sud Menucci - Fazenda Vista Alegre
SSVA,Ladario - Visa Estancia
SSVB,Navirai - Fazenda Vaca Branca
SSVC,Vacaria
SSVD,Quarto Centenario - Fazenda Alvorada
SSVE,Tacuru - Fazenda Cerro Verde
SSVF,Cerqueira Cesar - Rancho Donana
SSVG,Ponta Pora - Santa Virginia
SSVH,Ponta Pora - Paqueta
SSVI,Videira
SSVJ,Ponta Pora - Fazenda Cedro
SSVK,Navirai - Fazenda Dom Arlindo
SSVL,Caarapo - Fazenda Santa Claudina
SSVM,Itapora - Fazenda Santa Alaide
SSVN,Veranopolis
SSVO,Moncoes Apt
SSVP,Santa Vitoria Do Palmar
SSVQ,Laguna Carapa - Serrito
SSVU,Lassance - Cabral
SSVW,Conquista D`Oeste - Galera
SSVX,Corumba - Fazenda Manduri
SSVY,Pitangueiras - Tres Barras
SSWA,Venancio Aires
SSWC,Costa Rica - Fazenda Campo Verde
SSWE,Inubia Paulista - California
SSWF,Frederico Westphalen
SSWH,Sao Carlos - Agropecuaria Rossignolo
SSWK,Santa Mariana - Guaiacuruzinho
SSWL,Santa Isabel Do Para - Sobral
SSWM,Londrina - Santa Maria
SSWN,Caceres - Figueira Branca
SSWO,Navirai - Santa Marta
SSWP,Santa Maria Das Barreiras - Fazenda Araguaia
SSWQ,Sorriso - Santa Anastacia Ii
SSWR,Rio Brilhante - Fazenda Campana
SSWS,Cacapava Do Sul
SSWT,Cambara Do Sul
SSWV,Tomazinha - Fazenda Barra Grande
SSWW,Corumba - Fazenda Belem
SSWX,Corumba - Fazenda Retiro Campanha
SSWZ,Presidente Olegario - Dona Nenem
SSXA,Rancho Alegre - Fazenda Congonhas
SSXB,Barao De Melgaco - Fazenda Alaska Ii
SSXC,Barao De Melgaco - Alaska
SSXD,Sarandi
SSXH,Nova Mutum - Jacamin
SSXI,Tabapora - Fazenda Macisa
SSXK,Tapura - Fazenda Alvorada Do
SSXL,Miranda - Laguna
SSXM,Jatei - Fazenda Guaciara
SSXN,Altamira - Aereo
SSXO,Presidente Castelo Branco - Pousada Das Aguias
SSXP,Centro Novo - Vitoria
SSXQ,Inocencia - Jota Iii
SSXR,Portel - Galletti Ii
SSXU,Tome Acu - Fartura
SSXV,Navirai - Santa Rita
SSXW,Chapadao Do Sul - Porto Dal Lago
SSXX,Xanxere
SSXY,Colniza - Barradao
SSXZ,Iturama - Santa Rosa
SSYA,Arapoti
SSYB,Costa Rica - Santa Elza
SSYC,Chapadao Do Sul - Fazenda Mimoso
SSYD,Pau D`Arco - Fazenda Andorinha I
SSYE,Araputanga - Roberta
SSYF,Monte Alegre De Minas - Fazenda Do Cafe
SSYL,Iguatemi - Fazenda Tuju Puitan
SSYM,Miranda - Tuiuiu
SSYN,Miranda - Arrozeira
SSYO,Chapada Dos Guimaraes - Cachoeira Rica
SSYQ,Carazinho - Agropecuaria Monte Alverne
SSYR,Tres Lagoas - Santa Maria
SSYS,Tres Lagoas - Fazenda Imbauba
SSYT,Itapiranga
SSYU,Agua Clara - Fazenda Tres Pontes
SSYV,Agua Clara - Fazenda Progresso
SSYW,Coxim - Fazenda Terra Forte
SSYY,Costa Rica - Fazenda Fundaozinho
SSYZ,Aral Moreira - Fazenda Procomp Ii
SSZA,Corumba - Sao Sebastiao Da
SSZB,Corumba - Bela Vista
SSZC,Coxim - Fazenda Lambari
SSZF,Corumba - Santa Gertrudes
SSZG,Agua Clara - Sao Joao
SSZH,Tacuru - Fazenda Procomp I
SSZJ,Pedro Gomes - Torrao De Ouro
SSZK,Caracol - Sao Carlos
SSZL,Brasilandia - Corrego Azul
SSZM,Corumba - Reserva Acurizal
SSZN,Prudentopolis
SSZP,Jatei - Santa Adriana
SSZQ,Bela Vista - Fazenda Panorama
SSZR,Santa Rosa Apt
SSZS,Centenario Do Sul
SSZT,Aguas De Santa Barbara - Sao Joao
SSZU,Agua Clara - Tres Marias
SSZV,Serra Nova Dourada - Bordolandia
SSZW,Ponta Grossa
SSZX,Paranaiba - Lobo
SSZY,Carneirinho
SSZZ,Sonora - Thaua
SUAA,Montevideo - Angel S Adami
SUAG,Artigas
SUBU,Subu
SUCA,Colonia - Patos
SUCM,Carmelo
SUDU,Durazno - Santa Bernardina
SULS,Punta Del Este - Capitan Corbeta Ca
SUME,Mercedes - Ricardo De Tomasi
SUMO,Melo - Cerro Largo
SUMU,Montevideo - Carrasco
SUPE,Maldonado - Este
SUPU,Paysandu - Tydeo Larre Borges
SURB,Jaguarao - Rio Branco
SURV,Rivera - Don Oscar D.
SUSO,Salto - Nueva Hesperides
SUTB,Tacuarembo
SUTR,Treinta Y Tres
SUVO,Vichadero
SV02,El Roble - Cabrutica
SV73,Sv73
SV74,Sv74
SV75,Sv75
SVAC,Acarigua - Oswaldo Guevara Mujica
SVAE,Svae
SVAF,Medano Alto
SVAH,Coco De Mono - Cachimbo
SVAI,Svai
SVAJ,Svaj
SVAL,Sval
SVAM,Svam
SVAN,Anaco
SVAO,Svao
SVAP,Apurito
SVAQ,Svaq
SVAR,Svar
SVAS,Guayabal - Armando Schwarck
SVAT,San Fernando De Atabapo
SVAU,Svau
SVAV,Svav
SVAW,Svaw
SVAX,Svax
SVAY,Svay
SVAZ,Svaz
SVBA,Boca De Anaro
SVBC,Barcelona Intl
SVBD,Svbd
SVBE,Svbe
SVBF,Svbf
SVBG,La Cruz Apt
SVBH,Svbh
SVBI,Barinas
SVBJ,Svbj
SVBK,Bocono
SVBL,Svbl
SVBM,Barquisimeto
SVBN,Svbn
SVBP,Svbp
SVBQ,Svbq
SVBR,Svbr
SVBS,Maracay - Escuela Mariscal Sucre
SVBT,Svbt
SVBU,Bobures - Central
SVBV,Svbv
SVBW,Svbw
SVBX,Svbx
SVCB,Svcb
SVCD,Svcd
SVCE,Cuenca De Unare - Apruna
SVCG,Casigua El Cubo
SVCH,Svch
SVCI,Svci
SVCJ,San Carlos Apt
SVCK,El Poblado - Cano Lucas
SVCL,Guarico - Calabozo
SVCM,Tinaco - Canita Mendera
SVCN,Canaima
SVCO,Carora
SVCP,Carupano - Francisco Bermudez
SVCQ,Svcq
SVCR,Coro - Jose Leonardo Chirinos
SVCS,Caracas - Oscar Machado Zuluaga
SVCT,Svct
SVCU,Svcu
SVCV,Cunaviche
SVCW,Svcw
SVCX,Svcx
SVCY,Las Campanas - Cuartel Yaruro
SVCZ,Carrizal - Capitan Manuel Rios
SVDA,Isla La Tortuga
SVDB,Svdb
SVDC,Svdc
SVDF,Svdf
SVDG,Svdg
SVDM,Isla Los Roques - Dos Mosquises
SVDP,Svdp
SVDR,Cordereno
SVDS,Svds
SVDV,Svdv
SVDW,Svdw
SVDX,Svdx
SVDZ,Svdz
SVEB,Sveb
SVED,Bolivar - El Dorado
SVEE,El Saman De Apure Apt
SVEF,Svef
SVEG,Sveg
SVEJ,Svej
SVEK,Svek
SVEL,Svel
SVEM,El Paraiso
SVEN,Sven
SVEP,Svep
SVER,Sver
SVES,El Saman De Apure
SVET,Svet
SVEW,Svew
SVEX,Svex
SVEY,Svey
SVEZ,Svez
SVFE,Svfe
SVFG,Svfg
SVFK,La Mosca
SVFL,Svfl
SVFM,La Carlota
SVFR,Guarico - El Frio
SVFS,Svfs
SVFT,Svft
SVFU,San Antonio De Caparo - La Fortuna
SVFX,Svfx
SVFY,Svfy
SVGA,Svga
SVGC,Svgc
SVGD,Svgd
SVGE,Svge
SVGG,Svgg
SVGH,Svgh
SVGI,Svgi
SVGL,Svgl
SVGP,Svgp
SVGR,Svgr
SVGT,Svgt
SVGU,Guanare
SVGX,Svgx
SVGZ,Svgz
SVHA,Svha
SVHC,Svhc
SVHD,Svhd
SVHE,Svhe
SVHG,Svhg
SVHH,Churuguara
SVHK,Svhk
SVHL,Svhl
SVHM,Hato Los Mamomes
SVHN,Svhn
SVHO,La Palmita - El Oasis
SVHP,Las Vegas Del Tuy - Hacienda El Paso
SVHR,Los Marimares - Hato El Carito
SVHS,Svhs
SVHT,Svht
SVHX,Svhx
SVHY,Svhy
SVIC,Svic
SVIE,Isla De Coche - Marcano
SVIM,Svim
SVJC,Paraguana - Josefa Camejo
SVJF,Svjf
SVJH,Soledad - Juancho
SVJI,Svji
SVJJ,Anzoategui - Curujujul
SVJL,Svjl
SVJM,San Juan De Los Morros
SVJO,Svjo
SVJU,Svju
SVKA,Svka
SVKB,Svkb
SVKC,Svkc
SVKI,Svki
SVKL,Las Clavellinasmer
SVKM,Svkm
SVKN,Svkn
SVKV,La Bombita - Viejo
SVLA,Las Colmenas
SVLB,La Blanquilla - Isla Margarita
SVLC,El Lucero
SVLD,Mata De Vino - Las Brisas
SVLE,Svle
SVLF,Svlf
SVLG,Svlg
SVLH,Banco Del Medio - Las Delicias
SVLI,Svli
SVLJ,La Ceiba Apt
SVLK,Svlk
SVLL,Callejas
SVLM,Svlm
SVLN,Svln
SVLO,Svlo
SVLP,Svlp
SVLS,Svls
SVLT,Svlt
SVLU,El Lechozo
SVLW,Svlw
SVLX,Svlx
SVLY,Svly
SVLZ,Svlz
SVMA,Svma
SVMB,Svmb
SVMC,Maracaibo - La Chinita
SVMD,Merida - Alberto Carnevalli
SVME,Svme
SVMF,Svmf
SVMG,Isla Margarita - Marino
SVMH,Svmh
SVMI,Caracas - Maiquetia
SVMJ,Svmj
SVMK,Svmk
SVML,Svml
SVMM,Svmm
SVMN,Mene Grande
SVMO,Svmo
SVMP,Svmp
SVMQ,Svmq
SVMS,Svms
SVMT,Svmt
SVMV,Svmv
SVMW,Svmw
SVMX,Las Fernandez - Mata
SVMY,Svmy
SVMZ,Mantecal
SVNA,Svna
SVNB,Svnb
SVNE,Svne
SVNF,Morichito - Morichitos
SVNG,Svng
SVNJ,Svnj
SVNK,Svnk
SVNP,Svnp
SVNR,Svnr
SVNT,La Guarandinga - Mata De Turagua
SVNV,Svnv
SVNX,Svnx
SVOA,Svoa
SVOB,Svob
SVOC,Svoc
SVOD,Svod
SVOE,Sabaneta
SVOF,Svof
SVOG,Svog
SVOH,Svoh
SVOI,Svoi
SVOJ,Svoj
SVOK,Svok
SVOL,Santa Ana - San Roque
SVON,Cabimas - Oro Negro
SVOO,Svoo
SVOP,Svop
SVOQ,Svoq
SVOR,Svor
SVOS,Svos
SVOT,Svot
SVOW,Svow
SVOZ,Svoz
SVPA,Svpa
SVPB,Svpb
SVPC,Svpc
SVPD,Svpd
SVPE,Svpe
SVPF,Pariaguan
SVPG,Svpg
SVPH,Svph
SVPI,Svpi
SVPJ,Svpj
SVPK,Svpk
SVPL,Svpl
SVPM,Svpm
SVPN,Svpn
SVPO,Svpo
SVPP,Svpp
SVPQ,Svpq
SVPR,Puerto Ordaz-Ciudad Guayana - Manuel Carlos Piar
SVPS,San Pedro - Hacienda La Pastora
SVPT,Palmarito
SVPU,Svpu
SVPV,Pedraza La Vieja
SVPW,Svpw
SVPX,Svpx
SVPY,Svpy
SVPZ,Svpz
SVQA,Svqa
SVQB,Svqb
SVQC,Svqc
SVQD,Svqd
SVQI,Svqi
SVQJ,La Trinidad
SVQK,Svqk
SVQL,Guri - Tocomita
SVQN,Svqn
SVQO,Svqo
SVQP,Svqp
SVQQ,Svqq
SVQR,El Diero - Santa Rita
SVQS,Svqs
SVQT,Svqt
SVQU,San Isidro - Guanare
SVQW,Svqw
SVQX,El Paso - Tamayare
SVQY,Svqy
SVQZ,Svqz
SVRA,Svra
SVRB,Svrb
SVRC,Svrc
SVRE,Svre
SVRG,La Leona
SVRH,Svrh
SVRI,Cano Riecito
SVRK,Svrk
SVRL,Svrl
SVRM,Svrm
SVRN,Svrn
SVRO,Svro
SVRQ,Svrq
SVRR,Svrr
SVRS,Los Roques - Gran Roque
SVRT,Svrt
SVRU,Svru
SVRW,Svrw
SVRX,Svrx
SVRY,Svry
SVRZ,Svrz
SVSA,Svsa
SVSB,Santa Barbara
SVSC,Svsc
SVSD,Svsd
SVSE,Svse
SVSF,Svsf
SVSG,Barinas Apt
SVSH,Svsh
SVSI,Svsi
SVSJ,Svsj
SVSK,Svsk
SVSL,Svsl
SVSM,Svsm
SVSN,Svsn
SVSO,Santo Domingo - Buenaventura Vivas
SVSP,San Felipe - Nestor Arias
SVSQ,Svsq
SVSR,Inglaterra
SVSS,San Jose De Trujillo
SVST,Svst
SVSU,Svsu
SVSW,Svsw
SVSX,Svsx
SVSY,Svsy
SVSZ,Svsz
SVTB,Svtb
SVTC,Tucupita
SVTD,La Estacada
SVTE,Svte
SVTF,Svtf
SVTG,Svtg
SVTJ,Central Matilde
SVTK,L Trinidad De Orichuna
SVTL,Svtl
SVTM,Svtm
SVTN,Svtn
SVTO,El Toco
SVTP,Svtp
SVTR,Svtr
SVTT,Svtt
SVTU,Turagua
SVTV,Svtv
SVTY,Las Mercedes Del Llano - Toromacho
SVUA,Svua
SVUK,Svuk
SVUM,Svum
SVUP,Svup
SVUQ,Svuq
SVUY,Svuy
SVVA,Valencia - Arturo Michelena
SVVB,Svvb
SVVD,Svvd
SVVG,El Vigia - Juan Pablo Perez
SVVH,Svvh
SVVK,Las Queseritas - La Verdad
SVVL,Valera - Antonio Nicolas Briceno
SVVM,Svvm
SVVP,Svvp
SVVQ,Quebrada Arriba - Venelac
SVVR,Svvr
SVVS,Svvs
SVVV,Svvv
SVVX,Svvx
SVWA,Santa Barbara - Mata De Agua
SVWB,Svwb
SVWE,Svwe
SVWX,Svwx
SVXF,Svxf
SVYA,Svya
SVYG,Svyg
SVYI,Svyi
SVYP,Svyp
SVYT,Svyt
SWAA,Nova Crixas - Fazenda Ykarai
SWAE,Alto Alegre - Uaicas
SWAF,Rondonopolis - Agroer Aviacao Agricola
SWAH,Aripuana - Agropecuaria Floresta Sao
SWAK,Sao Gabriel Da Cachoeira - Icana
SWAN,Arenapolis
SWAO,Sao Gabriel Da Cachoeira - Anamoim
SWAP,Barra Do Bugres - Apemag
SWAQ,Boa Vista - Erico
SWAR,Ribeirao Cascalheira - Aruana
SWAT,Alto Araguaia - Fazenda Cachoeira
SWAU,Pirajuba - Nossa Senhora
SWAV,Diamantino - Agua Verde
SWAY,Araguaiana
SWAZ,Sao Gabriel Da Cachoeira - Atanazio
SWBA,Buriti Alegre
SWBB,Barra Do Bugres
SWBC,Barcelos
SWBF,Pium - Boa Fortuna
SWBG,Pontes E Lacerda - Uniao Do Vale
SWBH,Brejinho De Nazare
SWBI,Barreirinha
SWBJ,Canarana - Fazenda Itarema
SWBL,Presidente Figueiredo - Balbina
SWBN,Barao De Melgaco - Fazenda Barreirinhos
SWBO,Campos Verdes - Sao Joao
SWBQ,Vila Bela Da Santissima Trindade - Barracao Queimado
SWBR,Borba
SWBT,Nova Canaa Do Norte - Fazenda Beira Rio
SWBU,Peixoto De Azevedo - Fartura Baixao Novo
SWBV,Boa Vista - Auaris
SWBW,Vila Bela Da Santissima Trindade - Guapore
SWBX,Itiquira - Antonio
SWBY,Bom Jesus De Goias - Goiasa
SWBZ,Sorriso - Jpo
SWCA,Carauari
SWCB,Campos Belos
SWCC,Comodoro - Fazenda Curitiba
SWCD,Alexania - Santa Monica
SWCE,Santo Antonio Do Leverger - Fazenda Cedro
SWCF,Comodoro - Fazenda Confap
SWCG,Cacu - Fazenda Varjao Grande
SWCH,Alta Floresta - Charqueada Norte
SWCJ,Formoso Do Araguaia - Coperjava
SWCK,Canarana - Fazenda Cocal
SWCL,Alta Floresta - Chacara Santa
SWCM,Agua Boa - Fazenda Couto Magalhaes
SWCN,Cocalinho - Fazenda Saudade
SWCO,Cocalinho - Fazenda Continental
SWCP,Campo Novo Do Parecis
SWCQ,Costa Marques
SWCR,Pocone - Porto Caracara
SWCT,Pocone - Complexo Turistico S.
SWCU,Formoso Do Araguaia - Canuana
SWCV,Vila Bela Da Santissima Trindade - Casalvasco
SWCW,Cavalcante
SWCX,Cabixi
SWCY,Nova Maringa - Norte
SWCZ,Ceres Apt
SWDA,Barra Do Garcas - Duas Ancoras Secao
SWDB,Barra Do Garcas - Fazenda Eldorado
SWDC,Alto Garcas - Fazenda Arco-Iris
SWDE,Sao Miguel Do Araguaia - Fazenda Piratininga
SWDF,Novo Mundo - Fazenda Braco Forte
SWDG,Reginopolis - Sao Jose
SWDI,Peixe - Dois Irmaos
SWDJ,Barra Do Garcas - Duas Ancoras Secao
SWDK,Colorado D`Oeste - Dona Olga
SWDM,Diamantino
SWDN,Dianopolis
SWDO,Rosario Do Leste
SWDQ,Santo Antonio Do Leverger Apt
SWDS,Pontes E Lacerda - Fazenda Favo De
SWDT,Diamantino - Fazenda Pioneira
SWDU,Barra Do Garcas - Diauarum
SWDV,Caceres - Descalvados
SWDW,Diamantino - Divisao
SWDY,Nova Crixas - Agua Fria
SWDZ,Indiavai - Agua Limpa
SWEB,Juara - Fazenda Arauna
SWEC,Aragarcas - Estancia Das Cascatas
SWED,Arapoema - Fazenda Eldorado
SWEE,Atalaia Do Norte Apt
SWEF,Cocalinho - Fazenda Europa
SWEG,Barao De Melgaco - Duas Marias
SWEI,Eirunepe
SWEK,Canarana
SWEL,Araguaiana - Fazenda Santa Eulalia
SWEM,Primavera Do Leste - Ltda.
SWEN,Alta Floresta - Estancia Recanto
SWEO,Rorainopolis - Itapara Sport Fishing
SWER,Cuiaba - Estancia Santana
SWET,Sapezal - Fazenda Encantado
SWEU,Caracarai - Ecotur Univini Park
SWEW,Porto Esperidiao - Fazenda Felicidade
SWEX,Pedra Preta - Santa Escolastica
SWEY,Santa Tereza De Goias
SWEZ,Jangada - Santa Rita De
SWFA,Cristalina - Pamplona
SWFC,Juscimeira - Colorado
SWFD,Brasnorte - Fazenda Tombador
SWFE,Lucas Do Rio Verde - Fazenda Colen
SWFF,Sinop - Figueira Branca
SWFG,Barra Do Garcas - Fazenda Guanabara
SWFH,Araguacema - Fazenda Manchete
SWFJ,Feijo
SWFK,Padre Bernardo - Juquei Agropecuaria
SWFL,Santa Terezinha - Fazenda Peixe Bravo
SWFN,Manaus - Flores
SWFO,Jangada - Fazenda Bocaina
SWFP,Porto Alegre Do Norte - Fazenda Paraiso
SWFQ,Porto Nacional - Fazenda Alvorada
SWFR,Formosa Apt
SWFS,Sinop - Fazenda Sucuri
SWFT,Caiaponia - Santa Marcia
SWFU,Fortuna
SWFW,Barra Do Garcas - Jangada
SWFX,Sao Felix Do Araguaia
SWFY,Vila Rica - Fazenda Ipe
SWFZ,Alta Floresta - Serafino Ferruzzi
SWGA,Vila Bela Da Santissima Trindade - Guara
SWGE,Barao De Melgaco - Fazenda Pirigara
SWGF,Porto Velho - Hidreletrica De Jirau
SWGH,Caceres - Fazenda Primavera
SWGI,Gurupi
SWGK,Ribeirao Cascalheira - Sete Barras
SWGL,Serranopolis - Goalcool
SWGM,Cuiaba - Das Aguias
SWGN,Araguaina
SWGO,Goianesia
SWGP,Palmeiras De Goias
SWGQ,Nova Olimpia - Fazenda Monte Alegre
SWGS,Santana Do Araguaia - Fazenda Divisa
SWGT,Jandaia - Fazenda Nova
SWGU,Sandolandia - Agua Fria
SWGV,Agua Boa - Fazenda Cocal
SWGW,Jussara - Santa Rita
SWGZ,Nova Olimpia - Fazenda Guanabara
SWHA,Guarinos - Soberbinho
SWHE,Marvelandia - Agropecuaria Cajabi
SWHF,Porto Nacional - Fazenda Frigovale I
SWHG,Santa Helena De Goias
SWHJ,Nova Monte Verde - Bela Vista
SWHL,Campo Verde - Fazenda Maraba
SWHN,Nova Monte Verde - Nossa Senhora De
SWHO,Porto Dos Gauchos - Oscar Americano
SWHP,Agua Boa - Fazenda Olhos D`Agua
SWHQ,Vila Bela Da Santissima Trindade - Santa Cruz
SWHS,Maurilandia - Sao Joao
SWHT,Humaita
SWHU,Racharia - Izaura Usina
SWHY,Rondon Do Para - Fazenda Esperanca I
SWHZ,Carlinda - Taquarucu Retiro
SWIA,Iaciara
SWIB,Nova Santa Helena Apt
SWID,Sao Miguel Do Araguaia - Fazenda Indiara
SWIE,Mundo Novo - Sao Francisco
SWIG,Pontes E Lacerda - Sao Jose
SWII,Santo Antonio Do Ica - Ipiranga
SWIJ,Itiquira - Fazenda Sao Jorge
SWIK,Cocalinho - Fazenda Vanguarda
SWIL,Pedra Preta - Taruma
SWIM,Montes Claros De Goias - Tres Ranchos
SWIN,Campo Novo Do Parecis - Itamarati Norte
SWIO,Edeia - Fazenda Triangulo
SWIP,Ipameri
SWIU,Aripuana - Madeirinha
SWIV,Almeirim - Paru
SWIW,Nova Mutum - Brigadeiro Eduardo Gomes
SWIX,Itiquira - Michelin
SWIY,Cristalandia - Santa Izabel
SWJA,Juina Apt
SWJB,Tangara Da Serra - Juba
SWJC,Jaciara
SWJD,Sao Domingos - Fazenda Genipapo
SWJE,Baliza - Fazenda Ibia
SWJF,Juruena - Fazenda Sao Marcelo
SWJG,Arenapolis - Jaragua
SWJI,Ji-Parana
SWJJ,Salto Do Ceu - Fazenda Januarinho
SWJK,Britania - Sao Paulo
SWJL,Itaja - Fazenda Invernada
SWJM,Novo Alegre - Fazenda Bom Jesus
SWJN,Juina
SWJO,Britania - Sao Paulo
SWJP,Japura - Bittencourt
SWJQ,Selviria - Fazenda Colibri
SWJR,Santa Carmen - Fazenda Uniao
SWJS,Jussara - Samambaia
SWJT,Sao Felix Do Araguaia - Fazenda Joatao
SWJU,Juruena
SWJV,Atalaia Do Norte Apt
SWJW,Jatai
SWJX,Prudente De Morais - Das Perobas
SWJY,Alto Garcas - Iii
SWJZ,Juscimeira - Fazenda Morro Vermelho
SWKA,Jussara - Fazenda Canada
SWKB,Boca Do Acre - Fazenda Campina
SWKC,Caceres
SWKE,Formoso Do Araguaia - Cobrape
SWKG,Nova Ubirata - Agua Limpa
SWKH,Campo Verde - Fazenda Floresta
SWKJ,Dom Aquino - Fazenda Mutum
SWKL,Alto Alegre Dos Parecis - Terebinto
SWKM,Tangara Da Serra - Agricola Rondon
SWKO,Coari
SWKP,Pontes E Lacerda - Chacara Veneza
SWKQ,Sao Raimundo Nonato - Serra Da Capivara
SWKR,Itaruma - Mangue Che Ii
SWKT,Catalao
SWKU,Sao Gabriel Da Cachoeira - Cucui
SWKV,Itauba - Fazenda Beira Rio
SWKX,Caceres - Corixa
SWKY,Cristais Paulista - Recanto Da Cachoeira
